index,int16,hex,mV
1037,-3,fdff,-0.045778
1038,-3,fdff,-0.045778
1039,-2,feff,-0.030519
1040,-2,feff,-0.030519
1041,-2,feff,-0.030519
1042,-3,fdff,-0.045778
1043,-1,ffff,-0.015259
1044,0,0000,0
1045,0,0000,0
1046,0,0000,0
1047,-1,ffff,-0.015259
1048,1,0100,0.015259
1049,0,0000,0
1050,0,0000,0
1051,0,0000,0
1052,-2,feff,-0.030519
1053,-1,ffff,-0.015259
1054,-1,ffff,-0.015259
1055,-1,ffff,-0.015259
1056,-1,ffff,-0.015259
1057,-3,fdff,-0.045778
1058,-2,feff,-0.030519
1059,-2,feff,-0.030519
1060,-2,feff,-0.030519
1061,-2,feff,-0.030519
1062,-4,fcff,-0.061037
1063,-1,ffff,-0.015259
1064,-2,feff,-0.030519
1065,-3,fdff,-0.045778
1066,-2,feff,-0.030519
1067,-3,fdff,-0.045778
1068,-1,ffff,-0.015259
1069,-1,ffff,-0.015259
1070,-1,ffff,-0.015259
1071,0,0000,0
1072,-2,feff,-0.030519
1073,-1,ffff,-0.015259
1074,-2,feff,-0.030519
1075,-1,ffff,-0.015259
1076,0,0000,0
1077,-2,feff,-0.030519
1078,0,0000,0
1079,0,0000,0
1080,3,0300,0.045778
1081,5,0500,0.076296
1082,5,0500,0.076296
1083,5,0500,0.076296
1084,3,0300,0.045778
1085,0,0000,0
1086,-5,fbff,-0.076296
1087,-12,f4ff,-0.183111
1088,-18,eeff,-0.274667
1089,-21,ebff,-0.320444
1090,-19,edff,-0.289926
1091,-14,f2ff,-0.21363
1092,-9,f7ff,-0.137333
1093,0,0000,0
1094,3,0300,0.045778
1095,6,0600,0.091556
1096,7,0700,0.106815
1097,6,0600,0.091556
1098,7,0700,0.106815
1099,6,0600,0.091556
1100,5,0500,0.076296
1101,4,0400,0.061037
1102,1,0100,0.015259
1103,1,0100,0.015259
1104,0,0000,0
1105,0,0000,0
1106,0,0000,0
1107,-3,fdff,-0.045778
1108,0,0000,0
1109,-2,feff,-0.030519
1110,-2,feff,-0.030519
1111,-2,feff,-0.030519
1112,-3,fdff,-0.045778
1113,-2,feff,-0.030519
1114,-2,feff,-0.030519
1115,-1,ffff,-0.015259
1116,0,0000,0
1117,-2,feff,-0.030519
1118,0,0000,0
1119,0,0000,0
1120,0,0000,0
1121,0,0000,0
1122,-2,feff,-0.030519
1123,0,0000,0
1124,0,0000,0
1125,1,0100,0.015259
1126,2,0200,0.030519
1127,0,0000,0
1128,0,0000,0
1129,0,0000,0
1130,0,0000,0
1131,0,0000,0
1132,-2,feff,-0.030519
1133,-2,feff,-0.030519
1134,-3,fdff,-0.045778
1135,-3,fdff,-0.045778
1136,-3,fdff,-0.045778
1137,-5,fbff,-0.076296
1138,-3,fdff,-0.045778
1139,-4,fcff,-0.061037
1140,-5,fbff,-0.076296
1141,-5,fbff,-0.076296
1142,-6,faff,-0.091556
1143,-5,fbff,-0.076296
1144,-5,fbff,-0.076296
1145,-5,fbff,-0.076296
1146,-4,fcff,-0.061037
1147,-5,fbff,-0.076296
1148,-4,fcff,-0.061037
1149,-4,fcff,-0.061037
1150,-4,fcff,-0.061037
1151,-4,fcff,-0.061037
1152,-5,fbff,-0.076296
1153,-1,ffff,-0.015259
1154,-2,feff,-0.030519
1155,-2,feff,-0.030519
1156,-1,ffff,-0.015259
1157,-3,fdff,-0.045778
1158,-1,ffff,-0.015259
1159,-1,ffff,-0.015259
1160,0,0000,0
1161,0,0000,0
1162,-1,ffff,-0.015259
1163,0,0000,0
1164,0,0000,0
1165,0,0000,0
1166,0,0000,0
1167,-2,feff,-0.030519
1168,0,0000,0
1169,-1,ffff,-0.015259
1170,0,0000,0
1171,0,0000,0
1172,-1,ffff,-0.015259
1173,0,0000,0
1174,0,0000,0
1175,0,0000,0
1176,0,0000,0
1177,-1,ffff,-0.015259
1178,0,0000,0
1179,-1,ffff,-0.015259
1180,-1,ffff,-0.015259
1181,-1,ffff,-0.015259
1182,-2,feff,-0.030519
1183,1,0100,0.015259
1184,0,0000,0
1185,0,0000,0
1186,0,0000,0
1187,-2,feff,-0.030519
1188,-1,ffff,-0.015259
1189,-1,ffff,-0.015259
1190,-1,ffff,-0.015259
1191,-1,ffff,-0.015259
1192,-2,feff,-0.030519
1193,-1,ffff,-0.015259
1194,-2,feff,-0.030519
1195,-2,feff,-0.030519
1196,-1,ffff,-0.015259
1197,-3,fdff,-0.045778
1198,0,0000,0
1199,-2,feff,-0.030519
1200,-1,ffff,-0.015259
1201,0,0000,0
1202,-1,ffff,-0.015259
1203,0,0000,0
1204,0,0000,0
1205,-1,ffff,-0.015259
1206,-2,feff,-0.030519
1207,-4,fcff,-0.061037
1208,-3,fdff,-0.045778
1209,-3,fdff,-0.045778
1210,-3,fdff,-0.045778
1211,-2,feff,-0.030519
1212,-3,fdff,-0.045778
1213,0,0000,0
1214,-1,ffff,-0.015259
1215,-1,ffff,-0.015259
1216,-1,ffff,-0.015259
1217,-3,fdff,-0.045778
1218,-2,feff,-0.030519
1219,-2,feff,-0.030519
1220,-1,ffff,-0.015259
1221,-1,ffff,-0.015259
1222,-3,fdff,-0.045778
1223,-3,fdff,-0.045778
1224,-3,fdff,-0.045778
1225,-3,fdff,-0.045778
1226,-2,feff,-0.030519
1227,-4,fcff,-0.061037
1228,0,0000,0
1229,-2,feff,-0.030519
1230,-2,feff,-0.030519
1231,-2,feff,-0.030519
1232,-2,feff,-0.030519
1233,0,0000,0
1234,0,0000,0
1235,0,0000,0
1236,0,0000,0
1237,0,0000,0
1238,1,0100,0.015259
1239,2,0200,0.030519
1240,2,0200,0.030519
1241,4,0400,0.061037
1242,4,0400,0.061037
1243,9,0900,0.137333
1244,8,0800,0.122074
1245,7,0700,0.106815
1246,5,0500,0.076296
1247,0,0000,0
1248,-5,fbff,-0.076296
1249,-12,f4ff,-0.183111
1250,-18,eeff,-0.274667
1251,-21,ebff,-0.320444
1252,-21,ebff,-0.320444
1253,-16,f0ff,-0.244148
1254,-10,f6ff,-0.152593
1255,-4,fcff,-0.061037
1256,1,0100,0.015259
1257,3,0300,0.045778
1258,7,0700,0.106815
1259,6,0600,0.091556
1260,6,0600,0.091556
1261,6,0600,0.091556
1262,3,0300,0.045778
1263,3,0300,0.045778
1264,1,0100,0.015259
1265,0,0000,0
1266,0,0000,0
1267,-1,ffff,-0.015259
1268,0,0000,0
1269,-1,ffff,-0.015259
1270,-1,ffff,-0.015259
1271,-1,ffff,-0.015259
1272,-2,feff,-0.030519
1273,0,0000,0
1274,-4,fcff,-0.061037
1275,-4,fcff,-0.061037
1276,-3,fdff,-0.045778
1277,-4,fcff,-0.061037
1278,-3,fdff,-0.045778
1279,-3,fdff,-0.045778
1280,-1,ffff,-0.015259
1281,0,0000,0
1282,-1,ffff,-0.015259
1283,0,0000,0
1284,0,0000,0
1285,0,0000,0
1286,0,0000,0
1287,-1,ffff,-0.015259
1288,1,0100,0.015259
1289,0,0000,0
1290,0,0000,0
1291,0,0000,0
1292,-1,ffff,-0.015259
1293,0,0000,0
1294,-1,ffff,-0.015259
1295,-1,ffff,-0.015259
1296,-1,ffff,-0.015259
1297,-2,feff,-0.030519
1298,-2,feff,-0.030519
1299,-2,feff,-0.030519
1300,-2,feff,-0.030519
1301,-1,ffff,-0.015259
1302,-3,fdff,-0.045778
1303,0,0000,0
1304,-2,feff,-0.030519
1305,-2,feff,-0.030519
1306,-2,feff,-0.030519
1307,-4,fcff,-0.061037
1308,-3,fdff,-0.045778
1309,-4,fcff,-0.061037
1310,-4,fcff,-0.061037
1311,-4,fcff,-0.061037
1312,-6,faff,-0.091556
1313,-5,fbff,-0.076296
1314,-5,fbff,-0.076296
1315,-4,fcff,-0.061037
1316,-3,fdff,-0.045778
1317,-3,fdff,-0.045778
1318,0,0000,0
1319,-1,ffff,-0.015259
1320,-1,ffff,-0.015259
1321,0,0000,0
1322,-2,feff,-0.030519
1323,-1,ffff,-0.015259
1324,-1,ffff,-0.015259
1325,-2,feff,-0.030519
1326,-1,ffff,-0.015259
1327,-2,feff,-0.030519
1328,-1,ffff,-0.015259
1329,-2,feff,-0.030519
1330,-2,feff,-0.030519
1331,-1,ffff,-0.015259
1332,-2,feff,-0.030519
1333,0,0000,0
1334,-4,fcff,-0.061037
1335,-6,faff,-0.091556
1336,-6,faff,-0.091556
1337,-7,f9ff,-0.106815
1338,-5,fbff,-0.076296
1339,-2,feff,-0.030519
1340,1,0100,0.015259
1341,3,0300,0.045778
1342,3,0300,0.045778
1343,4,0400,0.061037
1344,2,0200,0.030519
1345,0,0000,0
1346,0,0000,0
1347,-2,feff,-0.030519
1348,1,0100,0.015259
1349,0,0000,0
1350,1,0100,0.015259
1351,13,0d00,0.19837
1352,23,1700,0.350963
1353,28,1c00,0.427259
1354,26,1a00,0.396741
1355,19,1300,0.289926
1356,8,0800,0.122074
1357,-6,faff,-0.091556
1358,-16,f0ff,-0.244148
1359,-23,e9ff,-0.350963
1360,-26,e6ff,-0.396741
1361,-25,e7ff,-0.381481
1362,-24,e8ff,-0.366222
1363,-19,edff,-0.289926
1364,-17,efff,-0.259407
1365,-12,f4ff,-0.183111
1366,-8,f8ff,-0.122074
1367,-7,f9ff,-0.106815
1368,-5,fbff,-0.076296
1369,-4,fcff,-0.061037
1370,-3,fdff,-0.045778
1371,0,0000,0
1372,0,0000,0
1373,3,0300,0.045778
1374,5,0500,0.076296
1375,6,0600,0.091556
1376,6,0600,0.091556
1377,5,0500,0.076296
1378,6,0600,0.091556
1379,1,0100,0.015259
1380,-1,ffff,-0.015259
1381,-2,feff,-0.030519
1382,-4,fcff,-0.061037
1383,-4,fcff,-0.061037
1384,-5,fbff,-0.076296
1385,-4,fcff,-0.061037
1386,-4,fcff,-0.061037
1387,-5,fbff,-0.076296
1388,-3,fdff,-0.045778
1389,-3,fdff,-0.045778
1390,-2,feff,-0.030519
1391,-2,feff,-0.030519
1392,-3,fdff,-0.045778
1393,0,0000,0
1394,-2,feff,-0.030519
1395,-2,feff,-0.030519
1396,-2,feff,-0.030519
1397,-2,feff,-0.030519
1398,-1,ffff,-0.015259
1399,-1,ffff,-0.015259
1400,-1,ffff,-0.015259
1401,-1,ffff,-0.015259
1402,-2,feff,-0.030519
1403,0,0000,0
1404,0,0000,0
1405,3,0300,0.045778
1406,7,0700,0.106815
1407,9,0900,0.137333
1408,12,0c00,0.183111
1409,8,0800,0.122074
1410,4,0400,0.061037
1411,0,0000,0
1412,-7,f9ff,-0.106815
1413,-15,f1ff,-0.228889
1414,-21,ebff,-0.320444
1415,-23,e9ff,-0.350963
1416,-21,ebff,-0.320444
1417,-17,efff,-0.259407
1418,-10,f6ff,-0.152593
1419,-4,fcff,-0.061037
1420,1,0100,0.015259
1421,5,0500,0.076296
1422,4,0400,0.061037
1423,7,0700,0.106815
1424,4,0400,0.061037
1425,3,0300,0.045778
1426,3,0300,0.045778
1427,0,0000,0
1428,0,0000,0
1429,-1,ffff,-0.015259
1430,-3,fdff,-0.045778
1431,-3,fdff,-0.045778
1432,-4,fcff,-0.061037
1433,-4,fcff,-0.061037
1434,-3,fdff,-0.045778
1435,-3,fdff,-0.045778
1436,-2,feff,-0.030519
1437,-2,feff,-0.030519
1438,1,0100,0.015259
1439,-1,ffff,-0.015259
1440,0,0000,0
1441,1,0100,0.015259
1442,0,0000,0
1443,1,0100,0.015259
1444,1,0100,0.015259
1445,2,0200,0.030519
1446,2,0200,0.030519
1447,0,0000,0
1448,0,0000,0
1449,1,0100,0.015259
1450,2,0200,0.030519
1451,2,0200,0.030519
1452,0,0000,0
1453,4,0400,0.061037
1454,0,0000,0
1455,0,0000,0
1456,0,0000,0
1457,-2,feff,-0.030519
1458,-1,ffff,-0.015259
1459,-1,ffff,-0.015259
1460,-2,feff,-0.030519
1461,-3,fdff,-0.045778
1462,-6,faff,-0.091556
1463,-5,fbff,-0.076296
1464,-6,faff,-0.091556
1465,-6,faff,-0.091556
1466,-6,faff,-0.091556
1467,-8,f8ff,-0.122074
1468,-5,fbff,-0.076296
1469,-8,f8ff,-0.122074
1470,-8,f8ff,-0.122074
1471,-8,f8ff,-0.122074
1472,-9,f7ff,-0.137333
1473,-7,f9ff,-0.106815
1474,-6,faff,-0.091556
1475,-5,fbff,-0.076296
1476,-5,fbff,-0.076296
1477,-6,faff,-0.091556
1478,-5,fbff,-0.076296
1479,-4,fcff,-0.061037
1480,-3,fdff,-0.045778
1481,-2,feff,-0.030519
1482,-2,feff,-0.030519
1483,2,0200,0.030519
1484,0,0000,0
1485,1,0100,0.015259
1486,2,0200,0.030519
1487,1,0100,0.015259
1488,2,0200,0.030519
1489,2,0200,0.030519
1490,2,0200,0.030519
1491,2,0200,0.030519
1492,1,0100,0.015259
1493,3,0300,0.045778
1494,3,0300,0.045778
1495,3,0300,0.045778
1496,2,0200,0.030519
1497,0,0000,0
1498,4,0400,0.061037
1499,0,0000,0
1500,0,0000,0
1501,0,0000,0
1502,-2,feff,-0.030519
1503,-1,ffff,-0.015259
1504,-2,feff,-0.030519
1505,-2,feff,-0.030519
1506,-1,ffff,-0.015259
1507,-2,feff,-0.030519
1508,-1,ffff,-0.015259
1509,-1,ffff,-0.015259
1510,-2,feff,-0.030519
1511,-2,feff,-0.030519
1512,-3,fdff,-0.045778
1513,0,0000,0
1514,-2,feff,-0.030519
1515,-1,ffff,-0.015259
1516,0,0000,0
1517,-1,ffff,-0.015259
1518,0,0000,0
1519,0,0000,0
1520,0,0000,0
1521,1,0100,0.015259
1522,0,0000,0
1523,1,0100,0.015259
1524,0,0000,0
1525,1,0100,0.015259
1526,0,0000,0
1527,-1,ffff,-0.015259
1528,1,0100,0.015259
1529,-1,ffff,-0.015259
1530,0,0000,0
1531,0,0000,0
1532,-1,ffff,-0.015259
1533,0,0000,0
1534,0,0000,0
1535,0,0000,0
1536,0,0000,0
1537,0,0000,0
1538,0,0000,0
1539,-1,ffff,-0.015259
1540,0,0000,0
1541,0,0000,0
1542,0,0000,0
1543,2,0200,0.030519
1544,0,0000,0
1545,0,0000,0
1546,0,0000,0
1547,-1,ffff,-0.015259
1548,0,0000,0
1549,-1,ffff,-0.015259
1550,-1,ffff,-0.015259
1551,0,0000,0
1552,-1,ffff,-0.015259
1553,0,0000,0
1554,0,0000,0
1555,0,0000,0
1556,0,0000,0
1557,-1,ffff,-0.015259
1558,1,0100,0.015259
1559,-2,feff,-0.030519
1560,-2,feff,-0.030519
1561,-1,ffff,-0.015259
1562,-1,ffff,-0.015259
1563,0,0000,0
1564,0,0000,0
1565,2,0200,0.030519
1566,4,0400,0.061037
1567,5,0500,0.076296
1568,6,0600,0.091556
1569,3,0300,0.045778
1570,0,0000,0
1571,-3,fdff,-0.045778
1572,-10,f6ff,-0.152593
1573,-14,f2ff,-0.21363
1574,-20,ecff,-0.305185
1575,-20,ecff,-0.305185
1576,-16,f0ff,-0.244148
1577,-12,f4ff,-0.183111
1578,-4,fcff,-0.061037
1579,0,0000,0
1580,4,0400,0.061037
1581,7,0700,0.106815
1582,7,0700,0.106815
1583,8,0800,0.122074
1584,6,0600,0.091556
1585,5,0500,0.076296
1586,4,0400,0.061037
1587,1,0100,0.015259
1588,3,0300,0.045778
1589,6,0600,0.091556
1590,11,0b00,0.167852
1591,16,1000,0.244148
1592,15,0f00,0.228889
1593,13,0d00,0.19837
1594,8,0800,0.122074
1595,2,0200,0.030519
1596,-2,feff,-0.030519
1597,-7,f9ff,-0.106815
1598,-8,f8ff,-0.122074
1599,-10,f6ff,-0.152593
1600,-10,f6ff,-0.152593
1601,-9,f7ff,-0.137333
1602,-9,f7ff,-0.137333
1603,-4,fcff,-0.061037
1604,-6,faff,-0.091556
1605,-5,fbff,-0.076296
1606,-4,fcff,-0.061037
1607,-4,fcff,-0.061037
1608,-2,feff,-0.030519
1609,-1,ffff,-0.015259
1610,0,0000,0
1611,0,0000,0
1612,0,0000,0
1613,0,0000,0
1614,0,0000,0
1615,0,0000,0
1616,1,0100,0.015259
1617,0,0000,0
1618,2,0200,0.030519
1619,-3,fdff,-0.045778
1620,-3,fdff,-0.045778
1621,-1,ffff,-0.015259
1622,0,0000,0
1623,1,0100,0.015259
1624,0,0000,0
1625,-2,feff,-0.030519
1626,-3,fdff,-0.045778
1627,-6,faff,-0.091556
1628,-5,fbff,-0.076296
1629,-6,faff,-0.091556
1630,-6,faff,-0.091556
1631,-5,fbff,-0.076296
1632,-6,faff,-0.091556
1633,-5,fbff,-0.076296
1634,-9,f7ff,-0.137333
1635,-10,f6ff,-0.152593
1636,-10,f6ff,-0.152593
1637,-10,f6ff,-0.152593
1638,-8,f8ff,-0.122074
1639,-7,f9ff,-0.106815
1640,-4,fcff,-0.061037
1641,0,0000,0
1642,0,0000,0
1643,3,0300,0.045778
1644,4,0400,0.061037
1645,4,0400,0.061037
1646,3,0300,0.045778
1647,1,0100,0.015259
1648,4,0400,0.061037
1649,0,0000,0
1650,0,0000,0
1651,0,0000,0
1652,-1,ffff,-0.015259
1653,0,0000,0
1654,-1,ffff,-0.015259
1655,-1,ffff,-0.015259
1656,-1,ffff,-0.015259
1657,-2,feff,-0.030519
1658,-2,feff,-0.030519
1659,-2,feff,-0.030519
1660,-2,feff,-0.030519
1661,-2,feff,-0.030519
1662,-4,fcff,-0.061037
1663,-1,ffff,-0.015259
1664,-3,fdff,-0.045778
1665,-2,feff,-0.030519
1666,-1,ffff,-0.015259
1667,-2,feff,-0.030519
1668,-2,feff,-0.030519
1669,-3,fdff,-0.045778
1670,-4,fcff,-0.061037
1671,-5,fbff,-0.076296
1672,-7,f9ff,-0.106815
1673,-5,fbff,-0.076296
1674,-6,faff,-0.091556
1675,-4,fcff,-0.061037
1676,-3,fdff,-0.045778
1677,-4,fcff,-0.061037
1678,0,0000,0
1679,-2,feff,-0.030519
1680,0,0000,0
1681,0,0000,0
1682,1,0100,0.015259
1683,3,0300,0.045778
1684,3,0300,0.045778
1685,2,0200,0.030519
1686,2,0200,0.030519
1687,0,0000,0
1688,0,0000,0
1689,-1,ffff,-0.015259
1690,0,0000,0
1691,-1,ffff,-0.015259
1692,-2,feff,-0.030519
1693,1,0100,0.015259
1694,-2,feff,-0.030519
1695,-3,fdff,-0.045778
1696,-3,fdff,-0.045778
1697,-3,fdff,-0.045778
1698,-2,feff,-0.030519
1699,-2,feff,-0.030519
1700,-1,ffff,-0.015259
1701,-1,ffff,-0.015259
1702,-1,ffff,-0.015259
1703,-1,ffff,-0.015259
1704,-2,feff,-0.030519
1705,-2,feff,-0.030519
1706,-2,feff,-0.030519
1707,-4,fcff,-0.061037
1708,0,0000,0
1709,-2,feff,-0.030519
1710,-2,feff,-0.030519
1711,-1,ffff,-0.015259
1712,-3,fdff,-0.045778
1713,-1,ffff,-0.015259
1714,-1,ffff,-0.015259
1715,-1,ffff,-0.015259
1716,0,0000,0
1717,-1,ffff,-0.015259
1718,0,0000,0
1719,0,0000,0
1720,-1,ffff,-0.015259
1721,0,0000,0
1722,-2,feff,-0.030519
1723,2,0200,0.030519
1724,3,0300,0.045778
1725,0,0000,0
1726,1,0100,0.015259
1727,2,0200,0.030519
1728,6,0600,0.091556
1729,6,0600,0.091556
1730,5,0500,0.076296
1731,2,0200,0.030519
1732,-3,fdff,-0.045778
1733,-7,f9ff,-0.106815
1734,-15,f1ff,-0.228889
1735,-19,edff,-0.289926
1736,-19,edff,-0.289926
1737,-17,efff,-0.259407
1738,-11,f5ff,-0.167852
1739,-5,fbff,-0.076296
1740,0,0000,0
1741,5,0500,0.076296
1742,7,0700,0.106815
1743,8,0800,0.122074
1744,7,0700,0.106815
1745,6,0600,0.091556
1746,4,0400,0.061037
1747,1,0100,0.015259
1748,1,0100,0.015259
1749,0,0000,0
1750,0,0000,0
1751,0,0000,0
1752,-2,feff,-0.030519
1753,1,0100,0.015259
1754,-1,ffff,-0.015259
1755,-2,feff,-0.030519
1756,-2,feff,-0.030519
1757,-3,fdff,-0.045778
1758,-2,feff,-0.030519
1759,-2,feff,-0.030519
1760,-1,ffff,-0.015259
1761,-1,ffff,-0.015259
1762,-2,feff,-0.030519
1763,-1,ffff,-0.015259
1764,-1,ffff,-0.015259
1765,-1,ffff,-0.015259
1766,-1,ffff,-0.015259
1767,-2,feff,-0.030519
1768,1,0100,0.015259
1769,0,0000,0
1770,0,0000,0
1771,1,0100,0.015259
1772,0,0000,0
1773,0,0000,0
1774,-1,ffff,-0.015259
1775,0,0000,0
1776,0,0000,0
1777,0,0000,0
1778,0,0000,0
1779,0,0000,0
1780,1,0100,0.015259
1781,3,0300,0.045778
1782,1,0100,0.015259
1783,4,0400,0.061037
1784,0,0000,0
1785,-2,feff,-0.030519
1786,-3,fdff,-0.045778
1787,-4,fcff,-0.061037
1788,-1,ffff,-0.015259
1789,-2,feff,-0.030519
1790,-1,ffff,-0.015259
1791,-2,feff,-0.030519
1792,-6,faff,-0.091556
1793,-7,f9ff,-0.106815
1794,-9,f7ff,-0.137333
1795,-10,f6ff,-0.152593
1796,-10,f6ff,-0.152593
1797,-12,f4ff,-0.183111
1798,-8,f8ff,-0.122074
1799,-10,f6ff,-0.152593
1800,-9,f7ff,-0.137333
1801,-8,f8ff,-0.122074
1802,-8,f8ff,-0.122074
1803,-6,faff,-0.091556
1804,-4,fcff,-0.061037
1805,-2,feff,-0.030519
1806,0,0000,0
1807,-1,ffff,-0.015259
1808,0,0000,0
1809,0,0000,0
1810,2,0200,0.030519
1811,2,0200,0.030519
1812,1,0100,0.015259
1813,5,0500,0.076296
1814,1,0100,0.015259
1815,2,0200,0.030519
1816,2,0200,0.030519
1817,0,0000,0
1818,0,0000,0
1819,0,0000,0
1820,1,0100,0.015259
1821,1,0100,0.015259
1822,0,0000,0
1823,0,0000,0
1824,0,0000,0
1825,0,0000,0
1826,0,0000,0
1827,-2,feff,-0.030519
1828,1,0100,0.015259
1829,0,0000,0
1830,0,0000,0
1831,0,0000,0
1832,-1,ffff,-0.015259
1833,0,0000,0
1834,0,0000,0
1835,0,0000,0
1836,0,0000,0
1837,-1,ffff,-0.015259
1838,0,0000,0
1839,0,0000,0
1840,0,0000,0
1841,1,0100,0.015259
1842,0,0000,0
1843,4,0400,0.061037
1844,0,0000,0
1845,-1,ffff,-0.015259
1846,-2,feff,-0.030519
1847,-4,fcff,-0.061037
1848,-4,fcff,-0.061037
1849,-5,fbff,-0.076296
1850,-5,fbff,-0.076296
1851,-5,fbff,-0.076296
1852,-6,faff,-0.091556
1853,-5,fbff,-0.076296
1854,-5,fbff,-0.076296
1855,-3,fdff,-0.045778
1856,-1,ffff,-0.015259
1857,-2,feff,-0.030519
1858,1,0100,0.015259
1859,-1,ffff,-0.015259
1860,-1,ffff,-0.015259
1861,0,0000,0
1862,-2,feff,-0.030519
1863,0,0000,0
1864,0,0000,0
1865,0,0000,0
1866,0,0000,0
1867,-1,ffff,-0.015259
1868,0,0000,0
1869,-1,ffff,-0.015259
1870,-2,feff,-0.030519
1871,-2,feff,-0.030519
1872,-4,fcff,-0.061037
1873,0,0000,0
1874,-3,fdff,-0.045778
1875,-2,feff,-0.030519
1876,-1,ffff,-0.015259
1877,-3,fdff,-0.045778
1878,-2,feff,-0.030519
1879,-2,feff,-0.030519
1880,-1,ffff,-0.015259
1881,0,0000,0
1882,-1,ffff,-0.015259
1883,-1,ffff,-0.015259
1884,-1,ffff,-0.015259
1885,0,0000,0
1886,0,0000,0
1887,-2,feff,-0.030519
1888,1,0100,0.015259
1889,-1,ffff,-0.015259
1890,1,0100,0.015259
1891,4,0400,0.061037
1892,5,0500,0.076296
1893,7,0700,0.106815
1894,6,0600,0.091556
1895,4,0400,0.061037
1896,0,0000,0
1897,-6,faff,-0.091556
1898,-11,f5ff,-0.167852
1899,-17,efff,-0.259407
1900,-20,ecff,-0.305185
1901,-19,edff,-0.289926
1902,-16,f0ff,-0.244148
1903,-7,f9ff,-0.106815
1904,-4,fcff,-0.061037
1905,1,0100,0.015259
1906,7,0700,0.106815
1907,10,0a00,0.152593
1908,14,0e00,0.21363
1909,15,0f00,0.228889
1910,14,0e00,0.21363
1911,11,0b00,0.167852
1912,5,0500,0.076296
1913,2,0200,0.030519
1914,-1,ffff,-0.015259
1915,-2,feff,-0.030519
1916,-4,fcff,-0.061037
1917,-6,faff,-0.091556
1918,-4,fcff,-0.061037
1919,-7,f9ff,-0.106815
1920,-6,faff,-0.091556
1921,-6,faff,-0.091556
1922,-7,f9ff,-0.106815
1923,-6,faff,-0.091556
1924,-5,fbff,-0.076296
1925,-3,fdff,-0.045778
1926,-2,feff,-0.030519
1927,-4,fcff,-0.061037
1928,-2,feff,-0.030519
1929,-3,fdff,-0.045778
1930,-2,feff,-0.030519
1931,-1,ffff,-0.015259
1932,-2,feff,-0.030519
1933,1,0100,0.015259
1934,-1,ffff,-0.015259
1935,-1,ffff,-0.015259
1936,0,0000,0
1937,-2,feff,-0.030519
1938,0,0000,0
1939,0,0000,0
1940,0,0000,0
1941,1,0100,0.015259
1942,0,0000,0
1943,0,0000,0
1944,-1,ffff,-0.015259
1945,-2,feff,-0.030519
1946,-3,fdff,-0.045778
1947,-5,fbff,-0.076296
1948,-2,feff,-0.030519
1949,-5,fbff,-0.076296
1950,-4,fcff,-0.061037
1951,-4,fcff,-0.061037
1952,-5,fbff,-0.076296
1953,-4,fcff,-0.061037
1954,-4,fcff,-0.061037
1955,-4,fcff,-0.061037
1956,-3,fdff,-0.045778
1957,-4,fcff,-0.061037
1958,-3,fdff,-0.045778
1959,-3,fdff,-0.045778
1960,-3,fdff,-0.045778
1961,-2,feff,-0.030519
1962,-3,fdff,-0.045778
1963,0,0000,0
1964,-3,fdff,-0.045778
1965,-2,feff,-0.030519
1966,-2,feff,-0.030519
1967,-3,fdff,-0.045778
1968,-1,ffff,-0.015259
1969,-1,ffff,-0.015259
1970,0,0000,0
1971,0,0000,0
1972,0,0000,0
1973,0,0000,0
1974,0,0000,0
1975,0,0000,0
1976,0,0000,0
1977,-1,ffff,-0.015259
1978,3,0300,0.045778
1979,0,0000,0
1980,0,0000,0
1981,0,0000,0
1982,-1,ffff,-0.015259
1983,0,0000,0
1984,-1,ffff,-0.015259
1985,-1,ffff,-0.015259
1986,-1,ffff,-0.015259
1987,-3,fdff,-0.045778
1988,-1,ffff,-0.015259
1989,-2,feff,-0.030519
1990,-1,ffff,-0.015259
1991,-1,ffff,-0.015259
1992,-2,feff,-0.030519
1993,1,0100,0.015259
1994,-1,ffff,-0.015259
1995,0,0000,0
1996,0,0000,0
1997,-1,ffff,-0.015259
1998,-1,ffff,-0.015259
1999,-2,feff,-0.030519
2000,-1,ffff,-0.015259
2001,0,0000,0
2002,-2,feff,-0.030519
2003,-1,ffff,-0.015259
2004,-1,ffff,-0.015259
2005,-2,feff,-0.030519
2006,-1,ffff,-0.015259
2007,-3,fdff,-0.045778
2008,0,0000,0
2009,-2,feff,-0.030519
2010,-2,feff,-0.030519
2011,-2,feff,-0.030519
2012,-3,fdff,-0.045778
2013,-1,ffff,-0.015259
2014,-1,ffff,-0.015259
2015,-1,ffff,-0.015259
2016,0,0000,0
2017,0,0000,0
2018,0,0000,0
2019,-1,ffff,-0.015259
2020,-1,ffff,-0.015259
2021,0,0000,0
2022,-1,ffff,-0.015259
2023,3,0300,0.045778
2024,0,0000,0
2025,-1,ffff,-0.015259
2026,0,0000,0
2027,-1,ffff,-0.015259
2028,0,0000,0
2029,0,0000,0
2030,0,0000,0
2031,0,0000,0
2032,0,0000,0
2033,0,0000,0
2034,-2,feff,-0.030519
2035,-2,feff,-0.030519
2036,-2,feff,-0.030519
2037,-4,fcff,-0.061037
2038,-1,ffff,-0.015259
2039,-4,fcff,-0.061037
2040,-4,fcff,-0.061037
2041,-3,fdff,-0.045778
2042,-4,fcff,-0.061037
2043,-2,feff,-0.030519
